,Unnamed: 0,text,label
1666,725,the plot is so amusingly contrived and outlandish in its coincidences that no one could ever mistake it for anything resembling reality,1
1278,4135,one of those exceedingly rare films in which the talk alone is enough to keep us involved .,1
2893,2439,"until it goes off the rails in its final 10 or 15 minutes , wendigo , larry fessenden's spooky new thriller , is a refreshingly smart and newfangled variation on several themes derived from far less sophisticated and knowing horror films .",1
860,501,a psychologically rich and suspenseful moral thriller with a stellar performance by al pacino .,1
2994,3501,a winning and wildly fascinating work .,1
2091,3910,a good documentary can make interesting a subject you thought would leave you cold . a case in point : doug pray's scratch .,1
2321,793,"you might not want to hang out with samantha , but you'll probably see a bit of yourself in her unfinished story .",1
1970,1208,"thanks to scott's charismatic roger and eisenberg's sweet nephew , roger dodger is one of the most compelling variations on in the company of men .",1
4627,2643,"a delightful , if minor , pastry of a movie .",1
932,1680,"if you come from a family that eats , meddles , argues , laughs , kibbitzes and fights together , then go see this delightful comedy .",1
4380,519,a pleasant romantic comedy .,1
1867,10,"this is a film well worth seeing , talking and singing heads and all .",1
1414,2338,"you'll laugh at either the obviousness of it all or its stupidity or maybe even its inventiveness , but the point is , you'll laugh .",1
1736,41,"the story loses its bite in a last-minute happy ending that's even less plausible than the rest of the picture . much of the way , though , this is a refreshingly novel ride .",1
3321,3431,a hallmark film in an increasingly important film industry and worth the look .,1
1396,2430,"fast , frantic and fun , but also soon forgotten",1
2821,3210,solondz is so intent on hammering home his message that he forgets to make it entertaining .,1
707,3801,"vividly demonstrates that the director of such hollywood blockbusters as patriot games can still turn out a small , personal film with an emotional wallop .",1
1489,1702,"k-19 : the widowmaker is derivative , overlong , and bombastic -- yet surprisingly entertaining .",1
19,2961,secretary is just too original to be ignored .,1
1757,348,an unbelievably fun film just a leading man away from perfection .,1
2895,3773,"at once subtle and visceral , the film never succumbs to the trap of the maudlin or tearful , offering instead with its unflinching gaze a measure of faith in the future .",1
1669,282,"it uses an old-time formula , it's not terribly original and it's rather messy -- but you just have to love the big , dumb , happy movie my big fat greek wedding .",1
3171,4172,"the directing and story are disjointed , flaws that have to be laid squarely on taylor's doorstep . but the actors make this worth a peek .",1
4518,391,"despite the long running time , the pace never feels slack -- there's no scene that screams "" bathroom break ! """,1
4268,1389,if you dig on david mamet's mind tricks . . . rent this movie and enjoy !,1
3919,3904,"if mostly martha is mostly unsurprising , it's still a sweet , even delectable diversion .",1
4442,2278,"rich in shadowy metaphor and as sharp as a samurai sword , jiang wen's devils on the doorstep is a wartime farce in the alternately comic and gut-wrenching style of joseph heller or kurt vonnegut .",1
504,5824,rarely has leukemia looked so shimmering and benign .,0
374,2887,"this charming but slight tale has warmth , wit and interesting characters compassionately portrayed .",1
1499,689,"aside from being the funniest movie of the year , simone , andrew niccol's brilliant anti-hollywood satire , has a wickedly eccentric enchantment to it .",1
3585,4204,an off-beat and fanciful film about the human need for monsters to blame for all that is amiss in the world .,1
870,1379,"the volatile dynamics of female friendship is the subject of this unhurried , low-key film that is so off-hollywood that it seems positively french in its rhythms and resonance .",1
2088,3766,"the screenplay never lets us forget that bourne was once an amoral assassin just like the ones who are pursuing him . . . there is never really a true "" us "" versus "" them "" .",1
1060,416,". . . has freaky scenes where the crew wonder if they're ghosts imagining themselves as alive . it's a sly wink to the others without becoming a postmodern joke , made creepy by its "" men in a sardine can "" warped logic .",1
3634,4164,"like mike is a harmlessly naïve slice of b-ball fantasy , fit for filling in during the real nba's off-season .",1
2409,336,"the pianist is a fine valedictory work for polanski , made richer by his own experiences , making his other movies somehow richer in the bargain .",1
68,4033,while the plot follows a predictable connect-the-dots course . . . director john schultz colors the picture in some evocative shades .,1
3706,1600,"the story . . . is inspiring , ironic , and revelatory of just how ridiculous and money-oriented the record industry really is . it is also a testament to the integrity and vision of the band .",1
3975,307,"roman coppola may never become the filmmaker his dad was , but heck  few filmmakers will . but based on cq , i'll certainly be keeping an eye out for his next project .",1
2877,5023,new ways of describing badness need to be invented to describe exactly how bad it is .,0
4558,450,two generations within one family test boundaries in this intelligent and restrained coming-of-age drama .,1
220,133,"[schweiger is] talented and terribly charismatic , qualities essential to both movie stars and social anarchists .",1
1714,730,"a compelling journey . . . and "" his best friend remembers "" is up there with the finest of specials .",1
904,1008,an extraordinary swedish film about the soul adventure of marriage -- the kind of intimate and character-driven film that bille august does best .,1
496,3664,"this engrossing , characteristically complex tom clancy thriller is shifty in the manner in which it addresses current terrorism anxieties and sidesteps them at the same time .",1
2716,2170,"a plethora of engaging diatribes on the meaning of 'home , ' delivered in grand passion by the members of the various households .",1
3487,2542,"if you haven't seen the film lately , you may be surprised at the variety of tones in spielberg's work . much of it is funny , but there are also some startling , surrealistic moments . . .",1
159,3566,"while this has the making of melodrama , the filmmaker cuts against this natural grain , producing a work that's more interested in asking questions than in answering them .",1
2100,2327,"hatosy . . . portrays young brendan with his usual intelligence and subtlety , not to mention a convincing brogue .",1
127,8449,"ritchie's film is easier to swallow than wertmuller's polemical allegory , but it's self-defeatingly decorous .",0
4041,2125,adaptation's success in engaging the audience in the travails of creating a screenplay is extraordinary .,1
3683,2622,"with an unflappable air of decadent urbanity , everett remains a perfect wildean actor , and a relaxed firth displays impeccable comic skill .",1
4240,2923,"a comedy that is warm , inviting , and surprising .",1
1126,1928,the film has a terrific look and salma hayek has a feel for the character at all stages of her life .,1
3433,5338,"the doofus-on- the-loose banter of welcome to collinwood has a cocky , after-hours loopiness to it . and as with most late-night bull sessions , eventually the content isn't nearly as captivating as the rowdy participants think it is .",0
2760,4133,"perhaps the grossest movie ever made . funny , though .",1
1644,973,never once predictable .,1
238,1875,"imperfect ? yes , but also intriguing and honorable , a worthwhile addition to a distinguished film legacy .",1
262,1011,"thoughtful , even stinging at times , and lots of fun .",1
1795,1938,'stock up on silver bullets for director neil marshall's intense freight train of a film . ',1
1436,1850,"if ayurveda can help us return to a sane regimen of eating , sleeping and stress-reducing contemplation , it is clearly a good thing .",1
3282,3703,"vera has created a provocative , absorbing drama that reveals the curse of a self-hatred instilled by rigid social mores .",1
3298,3153,intimate and panoramic .,1
3521,1209,"nine queens is not only than a frighteningly capable debut and genre piece , but also a snapshot of a dangerous political situation on the verge of coming to a head .",1
1425,72,"a truly moving experience , and a perfect example of how art -- when done right -- can help heal , clarify , and comfort .",1
3333,1842,"a hugely rewarding experience that's every bit as enlightening , insightful and entertaining as grant's two best films -- four weddings and a funeral and bridget jones's diary .",1
4048,5026,i suspect that there are more interesting ways of dealing with the subject .,0
4554,2808,"on its own , big trouble could be considered a funny little film .",1
1268,4053,kaufman and jonze take huge risks to ponder the whole notion of passion -- our desire as human beings for passion in our lives and the emptiness one feels when it is missing .,1
444,3032,. . . the implication is kissinger may have decided that  when it comes to truncheoning  it's better to give than to receive .,1
313,8156,what puzzles me is the lack of emphasis on music in britney spears' first movie .,0
4642,3136,cube's charisma and chemistry compensate for corniness and cliche .,1
604,4203,"it is life affirming and heartbreaking , sweet without the decay factor , funny and sad .",1
2689,7143,"johnson has , in his first film , set himself a task he is not nearly up to .",0
2999,2749,"an extremely funny , ultimately heartbreaking look at life in contemporary china .",1
3396,833,a fast-moving and remarkable film that appears destined to become a landmark in japanese animation .,1
1223,6389,"the story is naturally poignant , but first-time screenwriter paul pender overloads it with sugary bits of business .",0
4216,162,a solidly seaworthy chiller .,1
4360,721,"it's a good film -- not a classic , but odd , entertaining and authentic .",1
3710,682,"although life or something like it is very much in the mold of feel-good movies , the cast and director stephen herek's polished direction pour delightfully piquant wine from aged bottles .",1
4163,5962,. . . nothing scary here except for some awful acting and lame special effects .,0
2117,620,claude miller airs out a tight plot with an easy pace and a focus on character drama over crime-film complications .,1
1367,2939,"the film is a fierce dance of destruction . its flame-like , roiling black-and-white inspires trembling and gratitude .",1
387,285,"the tone is balanced , reflective and reasonable .",1
636,2365,"a special kind of movie , this melancholic film noir reminded me a lot of memento . . .",1
4160,3580,"a sharp and quick documentary that is funny and pithy , while illuminating an era of theatrical comedy that , while past , really isn't .",1
1096,7901,more of an intriguing curiosity than a gripping thriller .,0
1938,1961,smart and taut .,1
260,3578,"that rare movie that works on any number of levels -- as a film of magic and whimsy for children , a heartfelt romance for teenagers and a compelling argument about death , both pro and con , for adults .",1
740,1081,"[t]his beguiling belgian fable , very much its own droll and delicate little film , has some touching things to say about what is important in life and why .",1
290,2000,"a captivatingly quirky hybrid of character portrait , romantic comedy and beat-the-clock thriller .",1
2684,1058,the film serves as a valuable time capsule to remind us of the devastating horror suffered by an entire people .,1
4151,3221,imamura has said that warm water under a red bridge is a poem to the enduring strengths of women . it may also be the best sex comedy about environmental pollution ever made .,1
545,2573,an average kid-empowerment fantasy with slightly above-average brains .,1
2146,122,"an enthralling , playful film that constantly frustrates our desire to know the 'truth' about this man , while deconstructing the very format of the biography in a manner that derrida would doubtless give his blessing to .",1
4264,52,some actors have so much charisma that you'd be happy to listen to them reading the phone book . hugh grant and sandra bullock are two such likeable actors .,1
26,4202,polanski has found the perfect material with which to address his own world war ii experience in his signature style .,1
2979,1323,"it may seem long at 110 minutes if you're not a fan , because it includes segments of 12 songs at a reunion concert .",1
368,3535,ferrara's strongest and most touching movie of recent years .,1
2435,64,"the animated subplot keenly depicts the inner struggles of our adolescent heroes - insecure , uncontrolled , and intense .",1
2996,1084,"while the stoically delivered hokum of hart's war is never fun , it's still a worthy addition to the growing canon of post-saving private ryan tributes to the greatest generation .",1
3418,6766,"even as lame horror flicks go , this is lame .",0
3120,3362,"it's jagger's bone-dry , mournfully brittle delivery that gives the film its bittersweet bite .",1
4319,296,"legendary irish writer brendan behan's memoir , borstal boy , has been given a loving screen transferral .",1
1397,551,"having never been a huge fan of dickens' 800-page novel , it surprised me how much pleasure i had watching mcgrath's version .",1
1922,3165,close enough in spirit to its freewheeling trash-cinema roots to be a breath of fresh air .,1
4317,1486,"essentially an exceptionally well-written , well-edited , well-directed , well-acted , bald rip-off of aliens .",1
2215,3937,"niccol the filmmaker merges his collaborators' symbolic images with his words , insinuating , for example , that in hollywood , only god speaks to the press",1
761,1206,it deserves to be seen by anyone with even a passing interest in the events shaping the world beyond their own horizons .,1
886,3781,"not quite as miraculous as its dreamworks makers would have you believe , but it more than adequately fills the eyes and stirs the emotions .",1
4512,4196,"it's a hoot watching the rock chomp on jumbo ants , pull an arrow out of his back , and leap unscathed through raging fire !",1
718,1272,"it's unnerving to see recoing's bizzarre reaction to his unemployment . good film , but very glum .",1
3471,1211,will amuse and provoke adventurous adults in specialty venues .,1
2171,520,it's a count for our times .,1
2443,1224,"the best revenge may just be living well because this film , unlike other dumas adaptations , is far more likened to a treasure than a lengthy jail sentence .",1
2639,2254,douglas mcgrath's nicholas nickleby does dickens as it should be done cinematically .,1
3157,766,the fact that the rookie is a nearly impeccable cinematic experience -- and a wonderful all-ages triumph besides -- is a miracle akin to the story the film portrays .,1
3438,239,"a triumph of art direction over narrative , but what art direction !",1
1351,75,"the appearance of treebeard and gollum's expanded role will either have you loving what you're seeing , or rolling your eyes . i loved it ! gollum's 'performance' is incredible !",1
3601,2023,"keenly observed and refreshingly natural , swimming gets the details right , from its promenade of barely clad bodies in myrtle beach , s . c . , to the adrenaline jolt of a sudden lunch rush at the diner .",1
3253,2082,"efficient , suitably anonymous chiller .",1
3156,2384,"functions as both a revealing look at the collaborative process and a timely , tongue-in-cheek profile of the corporate circus that is the recording industry in the current climate of mergers and downsizing .",1
3010,7896,"even on its own ludicrous terms , the sum of all fears generates little narrative momentum , and invites unflattering comparisons to other installments in the ryan series .",0
4229,1368,"claude chabrol has here a thriller without thrills , but that's okay .",1
2416,2299,at 78 minutes it just zings along with vibrance and warmth .,1
1623,872,"funny and , at times , poignant , the film from director george hickenlooper all takes place in pasadena , "" a city where people still read . """,1
2195,4195,"a thriller whose style , structure and rhythms are so integrated with the story , you cannot separate them .",1
1628,2537,"a compelling pre-wwii drama with vivid characters and a warm , moving message .",1
3371,2151,combine the paranoid claustrophobia of a submarine movie with the unsettling spookiness of the supernatural -- why didn't hollywood think of this sooner ?,1
4120,1910,"this familiar rise-and-fall tale is long on glamour and short on larger moralistic consequences , though it's told with sharp ears and eyes for the tenor of the times .",1
3758,3272,"combines sharp comedy , old-fashioned monster movie atmospherics , and genuine heart to create a film that's not merely about kicking undead * * * , but also about dealing with regret and , ultimately , finding redemption .",1
3968,1280,this flick is about as cool and crowd-pleasing as a documentary can get .,1
3479,3395,does an impressive job of relating the complicated history of the war and of filling in the background .,1
3339,1378,"the movie is for fans who can't stop loving anime , and the fanatical excess built into it .",1
235,1103,a literate presentation that wonderfully weaves a murderous event in 1873 with murderous rage in 2002 .,1
606,3577,"that rare documentary that incorporates so much of human experience -- drama , conflict , tears and surprise -- that it transcends the normal divisions between fiction and nonfiction film .",1
1996,3983,"with a large cast representing a broad cross-section , tavernier's film bounds along with the rat-a-tat energy of "" his girl friday , "" maintaining a light touch while tackling serious themes .",1
3320,2160,"flamboyant in some movies and artfully restrained in others , 65-year-old jack nicholson could be looking at his 12th oscar nomination by proving that he's now , more than ever , choosing his roles with the precision of the insurance actuary .",1
3797,1315,"even if you don't think [kissinger's] any more guilty of criminal activity than most contemporary statesmen , he'd sure make a courtroom trial great fun to watch .",1
2977,2231,"drug abuse , infidelity and death aren't usually comedy fare , but turpin's film allows us to chuckle through the angst .",1
4609,4631,wait for it to hit cable .,0
1063,3200,"as commander-in-chief of this film , bigelow demonstrates a breadth of vision and an attention to detail that propels her into the upper echelons of the directing world .",1
46,8168,"amid the cliché and foreshadowing , cage manages a degree of casual realism . . . that is routinely dynamited by blethyn .",0
1272,1946,"a directorial tour de force by bernard rose , ivans xtc . is one of this year's very best pictures .",1
2287,4070,a moving story of determination and the human spirit .,1
3144,3202,"all of it works smoothly under the direction of spielberg , who does a convincing impersonation here of a director enjoying himself immensely .",1
1334,2725,"[moore's] better at fingering problems than finding solutions . but though he only scratches the surface , at least he provides a strong itch to explore more .",1
3665,2568,"talk to her is so darned assured , we have absolutely no idea who the main characters are until the film is well under way -- and yet it's hard to stop watching .",1
721,3100,"brown sugar signals director rick famuyiwa's emergence as an articulate , grown-up voice in african-american cinema .",1
1322,781,"don't plan on the perfect ending , but sweet home alabama hits the mark with critics who escaped from a small town life .",1
4098,3114,"para hitler , o mundo era sua tela ; e o horror , seu pincel . e max retrata este fato com elegante abandono , numa triste constatação da realidade histórica .",1
4404,3967,"obligada para impotentes , daneses , camareras italianas , profesores de idiomas , y todo aquel que desee una lengua para expresar su amor .",1
4023,4083,"a moving essay about the specter of death , especially suicide .",1
811,1626,the grey zone gives voice to a story that needs to be heard in the sea of holocaust movies . . . but the film suffers from its own difficulties .,1
4101,449,an impressive if flawed effort that indicates real talent .,1
2889,3415,a muted freak-out,1
1741,7076,"while super troopers is above academy standards , its quintet of writers could still use some more schooling .",0
4199,2261,"an unflinching , complex portrait of a modern israel that is rarely seen on-screen .",1
1671,3777,"adams , with four scriptwriters , takes care with the characters , who are so believable that you feel what they feel .",1
2339,3635,"nicole kidman evolved from star to superstar some time over the past year , which means that birthday girl is the kind of quirkily appealing minor movie she might not make for a while .",1
3331,6270,"even film silliness needs a little gravity , beyond good hair and humping .",0
3509,4108,"while not all that bad of a movie , it's nowhere near as good as the original .",1
1240,5598,"with minimal imagination , you could restage the whole thing in your bathtub .",0
643,836,[broomfield] uncovers a story powerful enough to leave the screen sizzling with intrigue .,1
1557,3421,confessions is without a doubt a memorable directorial debut from king hunk .,1
3240,1279,"it will not appeal to the impatient , but those who like long books and movies will admire the way it accumulates power and depth .",1
3234,3748,i'd be lying if i said my ribcage didn't ache by the end of kung pow .,1
571,6818,"if this is satire , it's the smug and self-congratulatory kind that lets the audience completely off the hook .",0
1745,882,a wildly funny prison caper .,1
3126,3787,the leanest and meanest of solondz's misanthropic comedies .,1
3781,244,"though mama takes a bit too long to find its rhythm and a third-act plot development is somewhat melodramatic , its ribald humor and touching nostalgia are sure to please anyone in search of a jules and jim for the new millennium .",1
2885,8515,"a woefully dull , redundant concept that bears more than a whiff of exploitation , despite iwai's vaunted empathy .",0
4394,379,george clooney proves he's quite a talented director and sam rockwell shows us he's a world-class actor with confessions of a dangerous mind .,1
1236,2753,a lively and engaging examination of how similar obsessions can dominate a family .,1
34,1684,serious and thoughtful .,1
3633,2083,"gorgeous scenes , masterful performances , but the sickly sweet gender normative narrative left an acrid test in this gourmet's mouth .",1
4583,2518,astonishingly skillful and moving . . . it could become a historically significant work as well as a masterfully made one .,1
4610,5259,"a respectable but uninspired thriller that's intelligent and considered in its details , but ultimately weak in its impact .",0
1823,2903,an elegant and sly deadpan comedy .,1
3326,3842,"it might be 'easier' to watch on video at home , but that shouldn't stop die-hard french film connoisseurs from going out and enjoying the big-screen experience .",1
289,2682,"stands as a document of what it felt like to be a new yorker -- or , really , to be a human being -- in the weeks after 9/11 .",1
4458,837,eight crazy nights is a showcase for sandler's many talents .,1
1892,436,[an] hilarious romantic comedy .,1
958,3413,"it's got some pretentious eye-rolling moments and it didn't entirely grab me , but there's stuff here to like .",1
4142,2154,"if the film has a problem , its shortness disappoints : you want the story to go on and on .",1
2745,2163,"real women may have many agendas , but it also will win you over , in a big way .",1
2063,979,"if it seems like a minor miracle that its septuagenarian star is young enough to be the nonagenarian filmmaker's son , more incredible still are the clear-eyed boldness and quiet irony with which actor and director take on life's urgent questions .",1
3053,53,"sandra nettelbeck beautifully orchestrates the transformation of the chilly , neurotic , and self-absorbed martha as her heart begins to open .",1
4484,2780,"all in all , an interesting look at the life of the campaign-trail press , especially ones that don't really care for the candidate they're forced to follow .",1
328,1404,lovely and poignant . puts a human face on a land most westerners are unfamiliar with .,1
4445,2658,( rises ) above its oh-so-hollywood rejiggering and its conventional direction to give the film a soul and an unabashed sense of good old-fashioned escapism .,1
3907,4495,"without shakespeare's eloquent language , the update is dreary and sluggish .",0
2316,2311,"the film is reasonably entertaining , though it begins to drag two-thirds through , when the melodramatic aspects start to overtake the comedy .",1
2658,2006,"an oddity , to be sure , but one that you might wind up remembering with a degree of affection rather than revulsion .",1
3170,532,"in his debut as a film director , denzel washington delivers a lean and engaging work .",1
3764,2683,"i am not generally a huge fan of cartoons derived from tv shows , but hey arnold ! the movie is clever , offbeat and even gritty enough to overcome my resistance .",1
1360,4030,forget about one oscar nomination for julianne moore this year - she should get all five .,1
4514,3827,"leigh's daring here is that without once denying the hardscrabble lives of people on the economic fringes of margaret thatcher's ruinous legacy , he insists on the importance of those moments when people can connect and express their love for each other .",1
1304,1176,if your taste runs to 'difficult' films you absolutely can't miss it .,1
2281,3728,"an exceptionally acted , quietly affecting cop drama .",1
2529,1776,leguizamo and jones are both excellent and the rest of the cast is uniformly superb .,1
192,1042,it's a lovely film with lovely performances by buy and accorsi .,1
3005,2315,"twist open the ouzo ! it's time to let your hair down  greek style . a vibrant whirlwind of love , family and all that goes with it , my big fat greek wedding is a non-stop funny feast of warmth , colour and cringe .",1
2751,1382,a strangely compelling and brilliantly acted psychological drama .,1
4654,3633,[it's] a clever thriller with enough unexpected twists to keep our interest .,1
3567,3474,"it works well enough , since the thrills pop up frequently , and the dispatching of the cast is as often imaginative as it is gory .",1
3997,117,"between the drama of cube ? s personal revelations regarding what the shop means in the big picture , iconic characters gambol fluidly through the story , with charming results .",1
4364,1622,imagine a scenario where bergman approaches swedish fatalism using gary larson's far side humor,1
310,3231,deliberately and skillfully uses ambiguity to suggest possibilities which imbue the theme with added depth and resonance .,1
1246,3836,"the graphic carnage and re-creation of war-torn croatia is uncomfortably timely , relevant , and sickeningly real .",1
706,2734,"like its predecessor , it's no classic , but it provides a reasonably attractive holiday contraption , one that families looking for a clean , kid-friendly outing should investigate .",1
1484,1495,"whether writer-director anne fontaine's film is a ghost story , an account of a nervous breakdown , a trip down memory lane , all three or none of the above , it is as seductive as it is haunting .",1
1942,595,a budget affair that exposes the generally sad existence of the bedouins while providing a precious twinkle of insight into their lives .,1
1792,3727,a flick about our infantilized culture that isn't entirely infantile .,1
2024,3758,"this is a finely written , superbly acted offbeat thriller .",1
1384,3384,griffin & co . manage to be spectacularly outrageous .,1
3650,938,"[hawn's character]is so bluntly written , without a trace of sentimentality , and so blisteringly defined , that every other character seems overlooked and underwritten .",1
24,2820,an hour and a half of joyful solo performance .,1
576,2727,"in his debut as a director , washington has a sure hand . his work with actors is particularly impressive .",1
4339,956,an epic of grandeur and scale that's been decades gone from the popcorn pushing sound stages of hollywood .,1
2940,2357,photographed with melancholy richness and eloquently performed yet also decidedly uncinematic .,1
733,3961,"disappointingly , the characters are too strange and dysfunctional , tom included , to ever get under the skin , but this is compensated in large part by the off-the-wall dialogue , visual playfulness and the outlandishness of the idea itself .",1
4570,183,"watching haneke's film is , aptly enough , a challenge and a punishment . but watching huppert , a great actress tearing into a landmark role , is riveting .",1
3287,2654,"murderous maids has a lot going for it , not least the brilliant performances by testud . . . and parmentier .",1
2278,1631,"it's a sweet , laugh-a-minute crowd pleaser that lifts your spirits as well as the corners of your mouth .",1
3608,1057,"[lawrence bounces] all over the stage , dancing , running , sweating , mopping his face and generally displaying the wacky talent that brought him fame in the first place .",1
4239,2648,"not about scares but a mood in which an ominous , pervasive , and unknown threat lurks just below the proceedings and adds an almost constant mindset of suspense .",1
1014,4206,"frei assembles a fascinating profile of a deeply humanistic artist who , in spite of all that he's witnessed , remains surprisingly idealistic , and retains an extraordinary faith in the ability of images to communicate the truth of the world around him .",1
2475,2009,"e . t . works because its flabbergasting principals , 14-year-old robert macnaughton , 6-year-old drew barrymore and 10-year-old henry thomas , convince us of the existence of the wise , wizened visitor from a faraway planet .",1
3793,85,"while the isle is both preposterous and thoroughly misogynistic , its vistas are incredibly beautiful to look at .",1
2616,3647,"what saves it . . . and makes it one of the better video-game-based flicks , is that the film acknowledges upfront that the plot makes no sense , such that the lack of linearity is the point of emotional and moral departure for protagonist alice .",1
4006,2265,"it won't hold up over the long haul , but in the moment , finch's tale provides the forgettable pleasures of a saturday matinee .",1
2216,2917,"it's a piece of handiwork that shows its indie tatters and self-conscious seams in places , but has some quietly moving moments and an intelligent subtlety .",1
1653,3488,a wild ride with eight boarders from venice beach that was a deserved co-winner of the audience award for documentaries at the sundance film festival .,1
2229,2346,very well-written and very well-acted .,1
1829,1017,"human resources was a good , straightforward tale , but time out is better . it's haunting . it's like a poem .",1
715,3533,"maid in manhattan might not look so appealing on third or fourth viewing down the road . . . but as a high concept vehicle for two bright stars of the moment who can rise to fans' lofty expectations , the movie passes inspection .",1
896,3357,"daughter from danang reveals that efforts toward closure only open new wounds . it doesn't flinch from its unsettling prognosis , namely , that the legacy of war is a kind of perpetual pain .",1
1317,2506,"it's a setup so easy it borders on facile , but keeping the film from cheap-shot mediocrity is its crack cast .",1
4490,690,watstein handily directs and edits around his screenplay's sappier elements . . . and sustains off the hook's buildup with remarkable assuredness for a first-timer .,1
650,1542,"the lion king was a roaring success when it was released eight years ago , but on imax it seems better , not just bigger .",1
600,3737,proves that some movie formulas don't need messing with -- like the big-bug movie .,1
1692,6466,"for the most part , i spy was an amusing lark that will probably rank as one of murphy's better performances in one of his lesser-praised movies .",0
4205,6627,the cartoon is about as true to the spirit of the festival of lights as mr . deeds was to that of frank capra .,0
849,428,there are moments it can be heart-rending in an honest and unaffected ( and gentle ) way .,1
1943,3335,an edifying glimpse into the wit and revolutionary spirit of these performers and their era .,1
2542,3026,"it is as uncompromising as it is nonjudgmental , and makes clear that a prostitute can be as lonely and needy as any of the clients .",1
1888,569,"these are lives worth watching , paths worth following .",1
3622,3223,"a family film that contains some hefty thematic material on time , death , eternity , and what is needed to live a rich and full life .",1
3628,78,haneke challenges us to confront the reality of sexual aberration .,1
1567,1065,"it moves quickly , adroitly , and without fuss ; it doesn't give you time to reflect on the inanity -- and the cold war datedness -- of its premise .",1
4092,2042,"a buoyant romantic comedy about friendship , love , and the truth that we're all in this together .",1
2628,3743,"[clooney's] debut can be accused of being a bit undisciplined , but it has a tremendous , offbeat sense of style and humor that suggests he was influenced by some of the filmmakers who have directed him , especially the coen brothers and steven soderbergh .",1
202,3696,"tony gayton's script doesn't give us anything we haven't seen before , but director d . j . caruso's grimy visual veneer and kilmer's absorbing performance increase the gravitational pull considerably .",1
2783,2437,there's plenty to impress about e . t .,1
2007,1190,"the continued good chemistry between carmen and juni is what keeps this slightly disappointing sequel going , with enough amusing banter -- blessedly curse-free -- to keep both kids and parents entertained .",1
2183,510,"a depressing confirmation of everything those of us who don't object to the description "" unelected "" have suspected all along : george w . bush is an incurious , uncharismatic , overgrown frat boy with a mean streak a mile wide .",1
3953,603,the warm presence of zhao benshan makes the preposterous lying hero into something more than he reasonably should be .,1
1221,3230,. . . rogers's mouth never stops shut about the war between the sexes and how to win the battle .,1
1559,1942,mostly martha could have used a little trimming -- 10 or 15 minutes could be cut and no one would notice -- but it's a pleasurable trifle . the only pain you'll feel as the credits roll is your stomach grumbling for some tasty grub .,1
264,447,"jason x has cheesy effects and a hoary plot , but its macabre , self-deprecating sense of humor makes up for a lot .",1
4025,3126,frequent flurries of creative belly laughs and genuinely enthusiastic performances . . . keep the movie slaloming through its hackneyed elements with enjoyable ease .,1
3956,2747,"it's about as convincing as any other arnie musclefest , but has a little too much resonance with real world events and ultimately comes off as insultingly simplistic .",1
367,3532,"an unsettling , memorable cinematic experience that does its predecessors proud .",1
2006,3371,"all leather pants & augmented boobs , hawn is hilarious as she tries to resuscitate the fun-loving libertine lost somewhere inside the conservative , handbag-clutching sarandon .",1
3048,3135,the universal theme of becoming a better person through love has never been filmed more irresistibly than in 'baran . ',1
4333,2052,"a witty , whimsical feature debut .",1
2402,1467,"the draw [for "" big bad love "" ] is a solid performance by arliss howard .",1
1786,434,when it really counts . . . bloody sunday connects on a visceral level that transcends language .,1
2153,2678,see it . debate it . remember it .,1
3594,4145,"though it's equally solipsistic in tone , the movie has enough vitality to justify the notion of creating a screen adaptation of evans' saga of hollywood excess .",1
168,2921,"a meditation on faith and madness , frailty is blood-curdling stuff .",1
4613,2944,diane lane works nothing short of a minor miracle in unfaithful .,1
2909,2885,there is no denying the power of polanski's film . . .,1
249,3385,"nair's cast is so large it's altman-esque , but she deftly spins the multiple stories in a vibrant and intoxicating fashion .",1
1923,3898,a refreshing change from the usual whoopee-cushion effort aimed at the youth market .,1
2726,353,"a tender and touching drama , based on the true story of a troubled african-american's quest to come to terms with his origins , reveals the yearning we all have in our hearts for acceptance within the family circle .",1
4047,530,effectively feeds our senses with the chilling sights and sounds from within the camp to create a completely numbing experience .,1
2358,7198,'how many more voyages can this limping but dearly-loved franchise survive ? ',0
1231,3147,"it's a smart , solid , kinetically-charged spy flick worthy of a couple hours of summertime and a bucket of popcorn . nothing overly original , mind you , but solidly entertaining .",1
987,3022,"while the path may be familiar , first-time director denzel washington and a top-notch cast manage to keep things interesting .",1
327,372,i whole-heartedly recommend that everyone see this movie-- for its historical significance alone .,1
3912,4101,"the culmination of everyone's efforts is given life when a selection appears in its final form [in "" last dance "" ] .",1
3026,2152,"like kubrick , soderbergh isn't afraid to try any genre and to do it his own way .",1
543,599,"branagh , in his most forceful non-shakespeare screen performance , grounds even the softest moments in the angry revolt of his wit .",1
646,2296,"it's crafty , energetic and smart -- the kid is sort of like a fourteen-year old ferris bueller .",1
841,3811,"this odd , poetic road movie , spiked by jolts of pop music , pretty much takes place in morton's ever-watchful gaze -- and it's a tribute to the actress , and to her inventive director , that the journey is such a mesmerizing one .",1
2685,640,pray's film works well and will appeal even to those who aren't too familiar with turntablism .,1
4061,2757,the film is full of charm .,1
4411,2562,"this may be dover kosashvili's feature directing debut , but it looks an awful lot like life -- gritty , awkward and ironic .",1
3935,1868,"decasia is what has happened already to so many silent movies , newsreels and the like . the unexpected thing is that its dying , in this shower of black-and-white psychedelia , is quite beautiful .",1
