,Unnamed: 0,idx,text,label
5424,37879,37879,operates nicely ,1
14504,29799,29799,historic ,1
36862,19868,19868,triumphantly ,1
29723,53373,53373,"reassuring , retro uplifter . ",1
30708,28292,28292,to entertain or inspire its viewers ,1
1156,16092,16092,hard-hitting documentary ,1
37207,43642,43642,involving in its bold presentation ,1
28115,19860,19860,"an awfully good , achingly human picture ",1
9327,6820,6820,is full of charm . ,1
3505,32182,32182,being wickedly funny and just plain wicked ,1
16602,65446,65446,translate well to the screen ,1
23991,24004,24004,"hollywood has crafted a solid formula for successful animated movies , and ice age only improves on it , with terrific computer graphics , inventive action sequences and a droll sense of humor ",1
31896,41960,41960,a great film ,1
16370,51727,51727,odd enjoyably ,1
31383,39385,39385,"scarily funny , ",1
21776,1806,1806,gut-clutching piece ,1
25016,43181,43181,"the comic elements of the premise , ",1
16652,24655,24655,", simple and soapy ",1
1614,61147,61147,sumptuous ocean visuals and ,1
37679,13324,13324,majestic achievement ,1
38510,38527,38527,that made the original men in black such a pleasure ,1
28724,18271,18271,of family tradition and familial community ,1
29508,38328,38328,does have its charms ,1
27083,14404,14404,there 's so much to look at in metropolis you hate to tear your eyes away from the images long enough to read the subtitles . ,1
15890,23184,23184,"embraces it , energizes it ",1
32875,35091,35091,properly spooky ,1
24148,21406,21406,"williams creates a stunning , taxi driver-esque portrayal of a man teetering on the edge of sanity . ",1
30830,66515,66515,that rare family movie -- genuine and sweet ,1
12757,27188,27188,"terrific performances , great to look at , and funny . ",1
17606,8551,8551,the most important and exhilarating forms of animated filmmaking since old walt ,1
38411,35602,35602,cage makes an unusual but pleasantly haunting debut behind the camera . ,1
10344,36458,36458,the real masterpiece ,1
29444,2630,2630,that works on any number of levels ,1
16565,53689,53689,"tsai ming-liang 's witty , wistful new film ",1
26177,20754,20754,"this time , the hype is quieter , and while the movie is slightly less successful than the first , it 's still a rollicking good time for the most part ",1
27277,56712,56712,impressed by how many tit-for-tat retaliatory responses the filmmakers allow before pulling the plug on the conspirators and averting an american-russian armageddon ,1
10686,10360,10360,welcome and heartwarming ,1
3695,37119,37119,'s most substantial feature for some time . ,1
28623,47282,47282,amusement ,1
31084,38692,38692,", reverent , and subtly different ",1
23563,45258,45258,in by the sympathetic characters ,1
28778,58893,58893,a modern motion picture ,1
27482,56279,56279,intense and effective ,1
2634,44105,44105,astounds ,1
18163,21718,21718,visionary ,1
5909,32784,32784,'s touching and tender and proves that even in sorrow you can find humor . ,1
24538,25906,25906,in me ,1
13829,55399,55399,"only to record the events for posterity , but ",1
12712,11711,11711,effort to understand everyone 's point of view ,1
7441,44771,44771,"a solid , unassuming drama ",1
20287,24564,24564,"influenced by some of the filmmakers who have directed him , especially the coen brothers and steven soderbergh ",1
37544,10069,10069,in all its strange quirks ,1
21136,36444,36444,breathe out of every frame . ,1
29271,34076,34076,probably the best case for christianity ,1
32790,54726,54726,filmmaking with a visually masterful work of quiet power ,1
14109,50279,50279,steadfast ,1
21018,10272,10272,"upscale audiences hungry for quality and a nostalgic , twisty yarn that will keep them guessing ",1
35651,29912,29912,90-plus ,1
26698,15790,15790,should be required viewing for civics classes and would-be public servants alike ,1
25865,27213,27213,straightforward and strikingly devious ,1
24799,28947,28947,"that is part biography , part entertainment and part history ",1
22295,36925,36925,rush to the theater ,1
36128,57754,57754,it 's funny . ,1
5693,42115,42115,very sweet ,1
10531,5495,5495,manages never to grow boring ... which proves that rohmer still has a sense of his audience . ,1
12295,55468,55468,"feels the dimming of a certain ambition , but in its place a sweetness , clarity and emotional openness that recalls the classics of early italian neorealism . ",1
22257,65544,65544,"nohe has made a decent ` intro ' documentary , ",1
5601,38013,38013,"surprisingly , the film is a hilarious adventure and i shamelessly enjoyed it . ",1
15970,66455,66455,( fiji diver rusi vulakoro and the married couple howard and michelle hall ) show us the world they love and make ,1
31755,6644,6644,does manage to make a few points about modern man and his problematic quest for human connection ,1
10228,47655,47655,"reminds me of a vastly improved germanic version of my big fat greek wedding -- with better characters , some genuine quirkiness and at least a measure of style . ",1
18534,25409,25409,", labute does manage to make a few points about modern man and his problematic quest for human connection . ",1
33557,35830,35830,gives everyone ,1
18570,50418,50418,"philippe , who makes oliver far more interesting than the character 's lines would suggest , and sarandon , who could n't be better as a cruel but weirdly likable wasp matron ",1
9492,45315,45315,so teeming that even cranky adults may rediscover the quivering kid inside ,1
19365,46399,46399,that we feel as if we 're seeing something purer than the real thing ,1
18468,55267,55267,"the emotion or timelessness of disney 's great past , ",1
34774,18294,18294,", it 's as good as you remember . ",1
32517,40599,40599,uses lighting effects and innovative backgrounds to an equally impressive degree ,1
27952,36591,36591,the summer 's most pleasurable movies ,1
10305,1378,1378,bound ,1
34050,28685,28685,at least one damn fine horror movie ,1
13979,33160,33160,", changing lanes is also a film of freshness , imagination and insight . ",1
29896,66703,66703,the honor ,1
37385,16902,16902,"grant is certainly amusing , ",1
4616,23379,23379,the best of godard 's movies ,1
3892,64198,64198,absolutely refreshed ,1
20894,28729,28729,you like an extreme action-packed film with a hint of humor ,1
30571,4098,4098,feels acting is the heart and soul of cinema ,1
6469,38882,38882,has a real filmmaker 's eye ,1
10431,39165,39165,the prospect of their own mortality ,1
21133,18415,18415,a determined woman 's courage to find her husband in a war zone ,1
15963,43810,43810,authentically impulsive humor ,1
20748,37405,37405,handsome and sophisticated approach to the workplace romantic comedy . ,1
11501,56722,56722,"` hip ' , ` innovative ' and ` realistic ' ",1
4383,44747,44747,recalling sixties ' rockumentary milestones from lonely boy to ,1
4195,3663,3663,"is a smart movie that knows its classical music , knows its freud and knows its sade ",1
32788,47182,47182,new favorite musical ,1
19083,23013,23013,tremendous ,1
36486,44908,44908,that he has been able to share his story so compellingly with us is a minor miracle ,1
5660,60373,60373,combined with stunning animation ,1
25955,44455,44455,as well as a masterfully made one ,1
23445,53186,53186,"that kate is n't very bright , but ",0
29860,34764,34764,a family-oriented non-disney film that is actually funny without hitting below the belt ,1
24263,62658,62658,"the filmmakers wisely decided to let crocodile hunter steve irwin do what he does best , and fashion a story around him . ",1
2051,4100,4100,"religion that dares to question an ancient faith , and ",1
35627,37022,37022,by a natural sense for what works ,1
22752,25211,25211,have done a fine job of updating white 's dry wit to a new age ,1
35414,66655,66655,... there 's enough cool fun here to warm the hearts of animation enthusiasts of all ages . ,1
6588,20915,20915,"lovely , eerie film ",1
17174,36470,36470,feels uncomfortably real ,1
4385,13012,13012,goes easy on the reel/real world dichotomy that ( jaglom ) pursued with such enervating determination in venice/venice . ,1
15966,23271,23271,fun and nimble ,1
12303,20428,20428,", a formula comedy redeemed by its stars , ",1
12530,55568,55568,some of the most inventive silliness you are likely to witness in a movie theater for some time . ,1
3070,57409,57409,"emerges in the front ranks of china 's now numerous , world-renowned filmmakers . ",1
12558,56388,56388,is blazingly alive and admirable on many levels ,1
7602,23324,23324,"is worthwhile for reminding us that this sort of thing does , in fact , still happen in america ",1
36918,67283,67283,the company 's astonishing growth ,1
14812,65237,65237,action scenes ,1
18333,6897,6897,"richly detailed , deftly executed and ",1
36167,37815,37815,"a smart , solid , kinetically-charged spy flick worthy ",1
10567,63305,63305,and it 's what makes their project so interesting ,1
23786,16645,16645,"skillfully assembled , highly polished and professional ",1
18492,24560,24560,original and insightful ,1
37906,23707,23707,throughout all the tumult ,1
23909,34041,34041,the boozy self-indulgence ,0
11274,29323,29323,"succeeds as an emotionally accessible , almost mystical work ",1
12511,31877,31877,british comedy ,1
6233,6482,6482,has made a movie that will leave you wondering about the characters ' lives after the clever credits roll ,1
385,41839,41839,on all levels ,1
9127,1529,1529,"'s both degrading and strangely liberating to see people working so hard at leading lives of sexy intrigue , only to be revealed by the dispassionate gantz brothers as ordinary , pasty lumpen ",1
2727,11582,11582,geared toward maximum comfort and familiarity ,1
19638,15424,15424,has at last decisively broken with her friends image in an independent film of satiric fire and emotional turmoil ,1
19019,22679,22679,a.c. will help this movie one bit ,1
34523,48963,48963,an entertaining documentary ,1
4938,64179,64179,"to mention mysterious , sensual , emotionally intense , and replete with virtuoso throat-singing ",1
29893,42272,42272,subtly different ,1
4716,1482,1482,surprise us ,1
7288,22146,22146,in the best possible senses of both those words ,1
34676,45866,45866,'s a pretty good execution of a story that 's a lot richer than the ones hollywood action screenwriters usually come up with on their own . ,1
2439,59102,59102,'s this rich and luscious ,1
19227,55759,55759,'s no accident that the accidental spy is a solid action pic that returns the martial arts master to top form . ,1
7184,50594,50594,checkout ,1
37885,61966,61966,helmer ,1
11706,5870,5870,the concept behind kung pow : enter the fist is hilarious ,1
12934,10022,10022,"but it is a whole lot of fun and you get to see the one of the world 's best actors , daniel auteuil , ",1
33235,61848,61848,'m guessing the director is a magician . ,1
24318,378,378,for a story ,1
16082,55614,55614,"intelligent , and humanly funny film . ",1
29604,43556,43556,"remains brightly optimistic , ",1
12631,20933,20933,well-mounted ,1
10282,18582,18582,run for your lives ! ,0
22301,34842,34842,"properly intense , claustrophobic tale ",1
21652,40769,40769,is a whole lot of fun ,1
26188,63728,63728,well made ,1
6121,34067,34067,", the film shatters you in waves . ",1
1330,35943,35943,"is not only a pianist , but a good human being ",1
38400,48165,48165,about the best straight-up ,1
26591,42901,42901,"a showcase for both the scenic splendor of the mountains and for legendary actor michel serrault , the film ",1
31188,28570,28570,can easily worm its way into your heart ,1
12600,46240,46240,smartly and wistfully ,1
25374,62703,62703,"a showcase for both the scenic splendor of the mountains and for legendary actor michel serrault , the film is less successful on other levels . ",1
17448,1464,1464,begins on a high note and ,1
29610,27989,27989,there 's something there ,1
37140,29002,29002,give credit to everyone from robinson ,1
11356,39102,39102,"an enjoyable , if occasionally flawed , experiment ",1
1736,27354,27354,cgi effects ,1
24221,40955,40955,"as beautiful , desirable , ",1
7437,26553,26553,is wondrously creative ,1
19541,21584,21584,"a charming , funny and beautifully crafted import ",1
28014,47225,47225,"richard pryor mined his personal horrors and came up with a treasure chest of material , but ",1
27623,32400,32400,"good , dry , reliable textbook ",1
11602,25323,25323,"pointed , often tender , ",1
37735,57393,57393,"a work of extraordinary journalism , ",1
9917,12234,12234,a new idea ,1
8490,35087,35087,'s a certain robustness to this engaging mix of love and bloodletting ,1
30542,60956,60956,'s one of the few ` cool ' actors who never seems aware of his own coolness . ,1
37813,24992,24992,with soul ,1
34353,49361,49361,"a smart , nuanced look at de sade and ",1
21209,38448,38448,while delivering a more than satisfactory amount of carnage ,1
15868,62943,62943,create some episodes that rival vintage looney tunes for the most creative mayhem in a brief amount of time . ,1
8560,21482,21482,a fascinating little thriller that would have been perfect for an old `` twilight zone '' episode ,1
3258,40169,40169,wonderful performances ,1
26746,6367,6367,to create an engaging story that keeps you guessing at almost every turn ,1
2116,26000,26000,a cohesive story ,1
17265,62539,62539,illustrates ,1
3498,4172,4172,to be swept away by the sheer beauty of his images ,1
15132,14259,14259,"i like all four of the lead actors a lot and they manage to squeeze a few laughs out of the material , ",1
13064,63666,63666,", dramatically satisfying heroine ",1
26754,65900,65900,prefer this new version ,1
5599,62267,62267,talky ,1
15532,30004,30004,treat . ,1
5526,55101,55101,"it revigorates the mind to see a feature that concentrates on people , a project in which the script and characters hold sway . ",1
16785,42671,42671,"patriot games can still turn out a small , personal film with an emotional wallop ",1
19263,28300,28300,will strike a chord with anyone who 's ever ,1
11609,43287,43287,infectiously enthusiastic ,1
6318,63863,63863,if it were n't such a clever adaptation of the bard 's tragic play ,1
13500,33307,33307,an extraordinary faith ,1
22469,9302,9302,with a humanistic message ,1
33349,20597,20597,that 's what makes it worth a recommendation ,1
21646,43074,43074,be a breakthrough in filmmaking ,1
31550,24163,24163,"fine , nuanced lead performances ",1
24026,10718,10718,"dark humor , gorgeous exterior photography , and ",1
29158,53547,53547,"your reward will be a thoughtful , emotional movie experience . ",1
21464,34128,34128,talents ,1
1784,31669,31669,"stevens has a flair for dialogue comedy , the film operates nicely off the element of surprise , ",1
36682,29720,29720,confident enough ,1
27602,7838,7838,keen ,1
34559,52889,52889,"conveys the passion , creativity , and fearlessness of one of mexico 's most colorful and controversial artists -- a captivating drama that will speak to the nonconformist in us all ",1
21635,38421,38421,"in anything ever , and easily the most watchable film of the year ",1
5369,21725,21725,the auteur 's ear for the way fears and slights ,1
37094,17841,17841,sophisticated intrigue and human-scale characters ,1
2535,11611,11611,fresh territory ,1
29525,9726,9726,"yes , mibii is rote work and predictable , but with a philosophical visual coming right at the end that extravagantly redeems it . ",1
23850,35516,35516,take away the controversy ,1
11645,19298,19298,"to the chateau , a sense of light-heartedness , that makes it attractive throughout ",1
30881,37486,37486,an intriguing bit of storytelling ,1
33689,65906,65906,"has an unmistakable , easy joie de vivre ",1
12345,2149,2149,fanciful drama ,1
17662,13833,13833,delivered in grand passion ,1
21441,58596,58596,cinematic fluidity and sense ,1
24651,16697,16697,a summer ,1
36721,6426,6426,"artful , watery tones of blue , green and brown ",1
28267,49807,49807,"to call for prevention rather than to place blame , making it one of the best war movies ever made ",1
37624,62210,62210,her inventive director ,1
4428,42506,42506,worth your seven bucks ,1
13335,25952,25952,most admirable quality ,1
17442,46997,46997,"lisa rinzler 's cinematography may be lovely , ",1
9189,34771,34771,uses the last act to reel in the audience since its poignancy hooks us completely ,1
36725,55162,55162,this masterful ,1
10683,1589,1589,"road movie , coming-of-age story and political satire ",1
28602,54308,54308,well worth revisiting as many times ,1
31262,40814,40814,such master screenwriting ,1
4018,58128,58128,riveted to our seats . ,1
551,29522,29522,delight in the images ,1
24696,26914,26914,he does display an original talent ,1
419,49285,49285,being real ,1
3790,50643,50643,'s never dull and always looks good . ,1
19757,13870,13870,"this is a movie that refreshes the mind and spirit along with the body , so original is its content , look , and style ",1
33383,57501,57501,promising premise ,1
10804,52720,52720,action-packed an experience as a ringside seat ,1
3036,43,43,"covers this territory with wit and originality , suggesting that with his fourth feature ",1
5645,12520,12520,( seagal 's ) ,1
17242,18031,18031,tell you ,1
18123,15386,15386,sentimental chick-flicks ,1
23013,3218,3218,was inspired ,1
23074,22674,22674,"is a far bigger , far more meaningful story than one in which little green men come to earth for harvesting purposes ",1
16499,63420,63420,'s much to recommend the film ,1
21550,40061,40061,rare drama that offers a thoughtful and rewarding glimpse into the sort of heartache everyone ,1
24609,49501,49501,the most high-concept sci fi adventures attempted for the screen ,1
9454,47729,47729,"'s lovely and amazing , from her own screenplay , jumps to the head of the class of women 's films that manage to avoid the ghetto of sentimental chick-flicks by treating female follies with a satirical style . ",1
10294,22345,22345,a clear-eyed ,1
8307,57093,57093,is really all about performances ,1
18880,34328,34328,legs ,1
4334,39899,39899,movie version ,1
26904,58254,58254,"a likable story , ",1
30948,5598,5598,best sequel ,1
8296,38619,38619,that the real antwone fisher was able to overcome his personal obstacles and become a good man is a wonderful thing ; that he has been able to share his story so compellingly with us is a minor miracle . ,1
19235,28114,28114,film a must ,1
11736,60006,60006,much of the movie 's charm ,1
6384,56863,56863,lucky break is ( cattaneo ) sophomore slump . ,0
37934,43235,43235,humanizing stuff ,1
38361,50322,50322,"a sloppy , amusing comedy ",1
35028,50175,50175,", it 's not too bad . ",1
26163,47126,47126,"laugh-out-loud lines , ",1
33829,31782,31782,often intense character study ,1
17184,59043,59043,", nuanced ",1
26545,43431,43431,"watching the powerpuff girls movie , my mind kept returning to one anecdote for comparison : the cartoon in japan that gave people seizures . ",1
32131,14262,14262,an oscar ,1
35717,18446,18446,has done excellent work here . ,1
2010,31847,31847,a mood that 's sustained through the surprisingly somber conclusion ,1
5524,22923,22923,drawn engaging characters ,1
13314,63143,63143,something a little more special behind it : music that did n't sell many records but helped change a nation ,1
4756,27263,27263,deliver a few gut-busting laughs ,1
25355,63337,63337,sustain interest ,1
9493,49908,49908,it 's a day at the beach -- with air conditioning and popcorn . ,1
14394,21844,21844,see people working so hard at leading lives of sexy intrigue ,1
1343,15630,15630,hilarious ,1
22320,49885,49885,poignant and uplifting story ,1
14513,58197,58197,sweetness ,1
3264,10230,10230,that even cranky adults may rediscover the quivering kid inside ,1
16816,18411,18411,while adding the rich details and go-for-broke acting that heralds something special ,1
18143,1145,1145,"quiet , patient and tenacious as mr. lopez himself ",1
29050,30489,30489,to the power of women to heal ,1
14233,19478,19478,"it 's sweet and fluffy at the time , but ",1
23223,64120,64120,authenticate her british persona ,1
2057,5101,5101,"lee 's achievement extends to his supple understanding of the role that brown played in american culture as an athlete , a movie star , and an image of black indomitability . ",1
28887,64237,64237,"proves absolutely that really , really , really good things can come in enormous packages . ",1
5654,2973,2973,"... it is visually ravishing , penetrating , impenetrable . ",1
8916,32084,32084,"ride for the kiddies , with enough eye candy and cheeky wit to keep parents away from the concession stand . ",1
32918,46906,46906,transformed star ,1
32620,54560,54560,most appealing movies ,1
36270,6403,6403,you will enjoy seeing how both evolve ,1
23775,23205,23205,character to avoid the fate that has befallen every other carmen before her ,1
17389,20346,20346,a little old-fashioned storytelling ,1
28227,23733,23733,the war movie compendium ,1
34422,30893,30893,are priceless ,1
25879,40277,40277,a noble end ,1
32108,49110,49110,from a faraway planet ,1
7650,53475,53475,kline 's superbly nuanced performance ,1
28831,32453,32453,various amusing sidekicks ,1
24654,43358,43358,thriller with enough unexpected twists to keep our interest ,1
653,60396,60396,in-depth portrait ,1
7272,21325,21325,is elevated by michael caine 's performance as a weary journalist in a changing world ,1
19868,38891,38891,jackson and co have brought back the value and respect for the term epic cinema . ,1
28414,46550,46550,"cold , oddly colorful and just plain otherworldly ",1
3745,46698,46698,is prime escapist fare . ,1
19278,16011,16011,far closer than many movies ,1
2540,29867,29867,on the brink of major changes ,1
28714,57782,57782,seriously intended ,1
374,64112,64112,makes dover kosashvili 's outstanding feature debut so potent ,1
14305,4600,4600,"the film never succumbs to the trap of the maudlin or tearful , offering instead with its unflinching gaze a measure of faith in the future . ",1
24894,21141,21141,has a few nice twists in a standard plot and the charisma of hugh grant and sandra bullock ,1
25859,66133,66133,coos beseechingly at you ,1
13297,2037,2037,nice twists ,1
5970,7917,7917,that rare animal ,1
513,16929,16929,is an in-your-face family drama and black comedy that is filled with raw emotions conveying despair and love . ,1
29010,47400,47400,are great rewards ,1
6736,12186,12186,bad prose ,0
22304,4373,4373,"have resulted in a smoother , more focused narrative without sacrificing any of the cultural intrigue ",1
11721,57612,57612,a matinee price ,1
37369,30655,30655,that even most contemporary adult movies are lacking ,1
10824,32627,32627,"colorful , energetic and sweetly whimsical ... ",1
31005,3349,3349,"wonderfully loopy tale of love , longing , and voting ",1
31842,40119,40119,engaging ,1
35501,50967,50967,savvy street activism ,1
24095,48322,48322,to be a most hard-hearted person not to be moved by this drama ,1
12516,9494,9494,wonderful acting clinic ,1
31409,61311,61311,"'s as rude and profane as ever , always hilarious and , most of the time , absolutely right in her stinging social observations . ",1
37743,28520,28520,that 's best served cold ,1
14404,43571,43571,", the movie benefits from having a real writer plot out all of the characters ' moves and overlapping story . ",1
16613,29672,29672,kwan 's unique directing style ,1
14805,60450,60450,"a tremendous , offbeat sense of style and humor ",1
14657,25648,25648,the film 's images give a backbone to the company and provide an emotional edge to its ultimate demise . ,1
32082,48678,48678,stands as one of the great films about movie love ,1
28182,479,479,filming the teeming life on the reefs ,1
10106,47315,47315,the gifted pearce on hand to keep things on semi-stable ground dramatically ,1
7731,14271,14271,"an extraordinary poignancy , ",1
31891,21062,21062,is ... very funny as you peek at it through the fingers in front of your eyes ,1
13633,53380,53380,has said that warm water under a red bridge is a poem to the enduring strengths of women ,1
23221,48866,48866,lovely and beautifully ,1
5247,19513,19513,only the most hardhearted scrooge could fail to respond ,1
22933,2108,2108,this version is raised a few notches above kiddie fantasy pablum by allen 's astringent wit . ,1
29339,53660,53660,pizazz ,1
27651,34825,34825,"compelling , gut-clutching piece ",1
22688,33488,33488,"a positively thrilling combination of ethnography and all the intrigue , betrayal , deceit and murder of a shakespearean tragedy or a juicy soap opera . ",1
924,40514,40514,"complex and quirky , ",1
38207,45484,45484,"approaches his difficult , endless work with remarkable serenity and discipline ",1
17559,50610,50610,"elegant , mannered and teasing . ",1
27302,20725,20725,what makes it transporting is that it 's also one of the smartest ,1
38189,21978,21978,", it does n't disappoint . ",1
13796,8990,8990,award ,1
17186,48639,48639,possibly the best actor working in movies today ,1
21272,22721,22721,of his sweetness and vulnerability ,1
20435,41559,41559,"leaping from one arresting image to another , songs from the second floor has all the enjoyable randomness of a very lively dream and so manages to be compelling , amusing and unsettling at the same time . ",1
6422,16690,16690,"peralta captures , in luminous interviews and amazingly evocative film from three decades ago , the essence of the dogtown experience . ",1
36026,44502,44502,of determination and the human spirit ,1
18129,283,283,acted by diane lane and richard gere . ,1
31059,23459,23459,provides an invaluable service ,0
35225,26046,26046,uncluttered ,1
29810,8348,8348,clint eastwood 's efficiently minimalist style ,1
33061,28238,28238,for people who make movies and watch them ,1
1531,39836,39836,romantic and ,1
23415,26896,26896,", it 's waltzed itself into the art film pantheon . ",1
18757,22045,22045,see a movie that takes such a speedy swan dive from `` promising '' to `` interesting '' ,1
24726,41791,41791,hollywood comedies such as father of the bride ,1
19202,6691,6691,harris is affecting at times ,1
26433,65639,65639,does a fine job contrasting the sleekness of the film 's present with the playful paranoia of the film 's past . ' ,1
22066,65890,65890,a masterfully ,1
9706,5875,5875,a class with spike lee 's masterful ,1
28567,51368,51368,shyamalan 's gifts ,1
9044,62867,62867,one of those terrific documentaries that collect a bunch of people who are enthusiastic about something and then ,1
32771,27970,27970,add up to a moving tragedy with some buoyant human moments . ,1
5441,9057,9057,suitable summer entertainment that offers escapism without requiring a great deal of thought ,1
9265,19332,19332,vaguely interesting ,1
5933,16920,16920,two weeks notice has appeal beyond being a sandra bullock vehicle or a standard romantic comedy . ,1
27835,11626,11626,weird and wonderful comedy ,1
30814,48280,48280,of the best ,1
37935,13043,13043,birthday girl walks a tricky tightrope between being wickedly funny and just plain wicked . ,1
36863,44863,44863,"is that its dying , in this shower of black-and-white psychedelia , is quite beautiful . ",1
10264,44852,44852,carrying more emotional baggage than batman ,1
23812,62616,62616,"but the nerve-raked acting , the crackle of lines , the impressive stagings of hardware , make for some robust and scary entertainment . ",1
36611,39254,39254,could be a passable date film ,1
3246,6598,6598,hit . ,1
8072,48435,48435,heartening in the same way that each season marks a new start ,1
678,52093,52093,"a first-class road movie that proves you can run away from home , but your ego and ",1
270,51736,51736,makes a melodramatic mountain ,1
11106,64694,64694,"with ambitious , eager first-time filmmakers ",1
13699,28682,28682,a genuinely moving and wisely unsentimental drama ,1
36847,59967,59967,'s so fascinating you wo n't be able to look away for a second . ,1
29655,2117,2117,introducing an intriguing and alluring premise ,1
25712,53592,53592,in amazement over the fact ,1
34631,33198,33198,is one that any art-house moviegoer is likely to find compelling ,1
32489,21343,21343,holds the screen like a true star . ,1
7363,10847,10847,"spider-man is better than any summer blockbuster we had to endure last summer , and hopefully , sets the tone for a summer of good stuff . ",1
3394,47345,47345,wanting more ,1
17790,10581,10581,"is hard to dismiss -- moody , thoughtful ",1
14321,65756,65756,an actor this uncharismatically beautiful ,1
35286,8607,8607,"be captivated , as i was , by its moods , and by its subtly transformed star , and ",1
23260,64871,64871,", powerful act ",1
6441,34607,34607,overlong ,0
33486,57231,57231,we had no trouble sitting for blade ii . ,1
16232,65560,65560,swallow thanks to remarkable performances by ferrera and ontiveros ,1
11578,27172,27172,that as a director washington demands and receives excellent performances ,1
24648,60719,60719,"tension , eloquence , spiritual challenge -- things that have made the original new testament stories so compelling for 20 centuries ",1
27570,30358,30358,"the war of the roses , ' ",1
32901,5654,5654,"'s funny and human and really pretty damned wonderful , all at once ",1
20013,27254,27254,", even after the most awful acts are committed , is an overwhelming sadness that feels as if it has made its way into your very bloodstream . ",1
31894,47824,47824,"dull , somnambulant exercise ",0
7531,54383,54383,on dave barry 's popular book of the same name ,1
18059,56764,56764,"'' manages to do all three quite well , making it one of the year 's most enjoyable releases ",1
15199,13208,13208,( improvised over many months ) and for conveying the way tiny acts of kindness make ordinary life survivable ,1
22764,5494,5494,to give blade fans another look at wesley snipes ' iconic hero doing battle with dozens of bad guys -- at once ,1
20657,41447,41447,the occasional bursts ,1
36395,3134,3134,works beautifully ,1
32683,30305,30305,"that brown played in american culture as an athlete , a movie star , and an image of black indomitability ",1
36948,46041,46041,of pure craft and passionate heart ,1
4174,66581,66581,"the film has a laundry list of minor shortcomings , ",0
26203,7648,7648,plenty of entertainment value ,1
30565,44768,44768,"a hugely rewarding experience that 's every bit as enlightening , insightful and entertaining as grant 's two best films -- ",1
12745,42297,42297,those terrific documentaries ,1
15109,53512,53512,parker 's creative interference ,1
19877,64266,64266,his impressions of life and loss and ,1
4361,66556,66556,"( a ) wonderfully loopy tale of love , longing , and voting ",1
4504,52235,52235,integrating the characters in the foreground into the extraordinarily rich landscape ,1
6550,2143,2143,"a work of extraordinary journalism , but it is also a work of deft and subtle poetry ",1
37357,38580,38580,magnificent landscape to create a feature film that is wickedly fun to watch ,1
4001,56226,56226,perfect festival film ,1
178,60545,60545,"full of cheesy dialogue , but great trashy fun that finally returns de palma to his pulpy thrillers of the early '80s ",1
3431,45748,45748,reassures us that he will once again be an honest and loving one . ,1
13862,61283,61283,a no-bull throwback to 1970s action films ,1
16542,31857,31857,schrader relies on subtle ironies and visual devices to convey point of view . ,1
27366,15626,15626,come away with a greater knowledge of the facts of cuban music ,1
7009,58632,58632,is bound to appreciate ,1
3680,12933,12933,witty and sophisticated ,1
33905,65205,65205,"an era of theatrical comedy that , while past , ",1
29732,44943,44943,husband-and-wife disaster ,0
38360,27577,27577,"maelstrom is strange and compelling , engrossing and different ",1
26758,31010,31010,emotionally satisfying exploration ,1
3899,36347,36347,", but it at least calls attention to a problem hollywood too long has ignored . ",1
36283,31900,31900,a powerful look at a failure of our justice system ,1
13037,23080,23080,they are pitted against shimmering cinematography that lends the setting the ethereal beauty of an asian landscape painting . ,1
24831,61880,61880,keep you wide awake and ... very tense ,1
18795,46515,46515,a terrific role ,1
32583,65552,65552,catches the chaotic horror ,1
6266,22258,22258,beauty and ,1
20262,13671,13671,for the quirky ,1
1269,33482,33482,berlin ,1
33572,52860,52860,utterly convincing -- and deeply appealing -- ,1
31880,36157,36157,an elegant film with often surprising twists and an intermingling of naiveté and sophistication . ,1
28690,32023,32023,"is a strength of a documentary to disregard available bias , ",1
9505,54121,54121,sets out to entertain and ,1
31869,36197,36197,an imaginative filmmaker ,1
9215,56803,56803,'s thoroughly winning tone ,1
2675,53928,53928,"of love , longing , and voting ",1
3453,52987,52987,gets vivid performances from her cast and ,1
1228,40600,40600,freedom to feel contradictory things ,1
38032,1844,1844,translating complex characters from novels to the big screen is an impossible task but they are true to the essence of what it is to be ya-ya ,1
38231,29685,29685,bring out joys in our lives ,1
18267,20567,20567,share their enthusiasm ,1
18233,33025,33025,exceedingly clever ,1
14569,12656,12656,production values & christian bale 's charisma make up for a derivative plot ,1
34243,33036,33036,humor ,1
8246,39481,39481,refreshing change ,1
26950,63043,63043,the problem with antwone fisher ,1
20245,35023,35023,'' is an intelligent flick that examines many different ideas from happiness to guilt in an intriguing bit of storytelling . ,1
36014,23189,23189,"stylish but steady , and ultimately very satisfying ",1
33939,64031,64031,", passion , and genius ",1
3063,388,388,have a passion for the material ,1
30930,19246,19246,good old-fashioned adventure ,1
7753,52353,52353,television screen ,1
8287,40874,40874,into elaborate choreography ,1
13810,31920,31920,workmanlike in the extreme ,1
12272,37960,37960,", yes , ` it 's like having an old friend for dinner ' . ",1
35438,53109,53109,", it must be labeled ` hip ' , ` innovative ' and ` realistic ' ",1
31929,11457,11457,", sweet ` evelyn ",1
14977,20937,20937,lying if i said my ribcage did n't ache by the end of kung pow ,1
27199,31587,31587,musical numbers ,1
27470,2194,2194,"steers , in his feature film debut , has created a brilliant motion picture . ",1
6721,6260,6260,"a first-class road movie that proves you can run away from home , but your ego ",1
32346,39267,39267,of watching intelligent people making a movie ,1
